city_name,center_long,center_lat,url
Curitiba,-49.2712724,-25.4295963,https://kauevestena.github.io/opensidewalkmap_beta/
Hiroshima,132.4517589,34.3917241,https://opensidewalkmap.github.io/hiroshima/
Lima,-77.041315,-12.065698,https://opensidewalkmap.github.io/lima/
Milan,9.1594985,45.46129315,https://opensidewalkmap.github.io/milan/
Oslo,10.7389701,59.9133301,https://opensidewalkmap.github.io/oslo/
